매장명,지역,브랜드명
세종고운힐스테이트점,세종시 마음안1로 137,투썸플레이스
대구영대병원역점,대구 남구 대명로 291,투썸플레이스
인천용현점,인천광역시 미추홀구 아암대로 87,투썸플레이스
포항쌍용점,경북 포항시 북구 중흥로 123,투썸플레이스
학동사거리점,서울 강남구 선릉로 806,투썸플레이스
파주운정산내점,경기 파주시 청암로17번길 67,투썸플레이스
시흥정왕점,경기 시흥시 중심상가4길 16-1(정왕동.길재빌딩),투썸플레이스
송탄렉스빌점,경기도 평택시 지산로6번길 60,투썸플레이스
용인역북점,경기도 용인시 처인구 명지로60번길 8-10,투썸플레이스
구로대륭1차점,서울 구로구 디지털로 288 1층 114호,투썸플레이스
울산달동목화점,울산 남구 달동 왕생로39,투썸플레이스
부산남포점,"부산광역시 중구 구덕로 40, 호림빌딩 1층",투썸플레이스
파주문산점,경기도 파주시 문향로 97,투썸플레이스
부산다대포점,부산광역시 사하구 다대로 708,투썸플레이스
교보타워사거리점,서울특별시 서초구 사평대로 368,투썸플레이스
서귀포신시가지점,"제주도 서귀포시 신서귀로 31, 2,3층(법환동)",투썸플레이스
고잔신도시점,경기도 안산시 단원구 광덕2로 185-18,투썸플레이스
울산명촌점,울산 북구 명촌로 44,투썸플레이스
가락시장역2호점,서울 송파구 송파대로 260,투썸플레이스
안동강변점,경상북도 안동시 육사로 273 (운흥동) 1층,투썸플레이스
세종호수공원점,"세종특별자치시 도움8로 91, 111호, 112호, 205호",투썸플레이스
대구팔공순환로점,대구 동구 서촌로 81,투썸플레이스
양산신도시점,경남 양산시 양산역3길 10 10길,투썸플레이스
국회의사당역점,서울 영등포구 의사당대로 21,투썸플레이스
화순중앙점,전남 화순군 화순읍 쌍충로 70-7,투썸플레이스
강남역아라타워점,"서울특별시 서초구 서초대로77길 3 (서초동, 아라타워) 아라타워 2층 투썸플레이스",투썸플레이스
대전갈마점,"대전 서구 신길마로 186, 125호(갈마동)",투썸플레이스
김포학운점,경기도 김포시 양촌읍 황금로 109번길 1,투썸플레이스
마곡나루역점,"서울 강서구 마곡중앙5로 6 마곡보타닉푸르지오시티 157, 158, 239, 240호",투썸플레이스
청주금천점,충북 청주시 상당구 산성로98번길 8-1 (금천동),투썸플레이스
인덕원대륭테크노점,경기도 안양시 동안구 시민대로 401,투썸플레이스
강서등촌로점,서울 강서구 등촌로 177,투썸플레이스
도봉보건소점,서울 도봉구 도봉로 578,투썸플레이스
충북금왕점,충청북도 음성군 금왕읍 무극로 216 (무극리) 투썸플레이스 충북금왕점,투썸플레이스
울산진장CGV스윗바점,울산 북구 진장동 120-9,투썸플레이스
다산법원점,"경기도 남양주시 다산중앙로 82번안길 132-76, 1층(다산동)",투썸플레이스
고성간성점,강원도 고성군 간성읍 간성로 18,투썸플레이스
합정메세나폴리스점,서울 마포구 양화로 45,투썸플레이스
동탄역앨리스빌점,경기도 화성시 동탄대로 469-12,투썸플레이스
이천터미널점,경기도 이천시 이섭대천로 1207,투썸플레이스
수유사거리점,"서울 강북구 도봉로 295, 스타타워",투썸플레이스
해남군청점,전남 해남군 해남읍 군청길 1,투썸플레이스
창원시티세븐점,"경남 창원시 의창구 원이대로320, 더시티세븐 W동 지상층 206호",투썸플레이스
역삼점,서울 강남구 논현로 419,투썸플레이스
구리담터점,경기도 구리시 불암로 3,투썸플레이스
동탄2시범단지점,경기도 화성시 동탄대로시범길 148-58,투썸플레이스
송파구청사거리점,서울 송파구 오금로 81,투썸플레이스
고신대복음병원점,부산 서구 감천로 255,투썸플레이스
광주성심병원점,광주 광산구 용아로 257,투썸플레이스
익산원광대병원점,"전북 익산시 무왕로 893, 교수연구동 1층",투썸플레이스
평택포승점,경기도 평택시 포승읍 여술2길 15,투썸플레이스
교대역점,서울 서초구 서초대로 304 1층,투썸플레이스
포항화진점,경북 포항시 북구 동해대로 3258-0,투썸플레이스
한성대입구역점,서울 성북구 동소문로 6,투썸플레이스
원주무실DT점,강원도 원주시 북원로 2056 (무실동),투썸플레이스
진천블로썸캠퍼스점,충북 진천군 진천읍 송두2길 1,투썸플레이스
서현도서관점,경기도 성남시 분당구 새마을로 10,투썸플레이스
평촌스마트베이점,경기도 안양시 동안구 벌말로 123,투썸플레이스
경주안강점,경북 경주시 안강읍 산대리 1488-1,투썸플레이스
인천석남사거리점,인천 서구 건지로 264,투썸플레이스
성수SKV타워점,서울 성동구 연무장5가길 25,투썸플레이스
방배카페거리점,"서울 서초구 방배중앙로 204, 리첸시아 방배 1층",투썸플레이스
잠실역점,서울 송파구 올림픽로35다길 32 (신천동),투썸플레이스
청주하복대점,충북 청주시 흥덕구 2순환로 1167번길 13-0 1~2층(복대동),투썸플레이스
은평뉴타운점,"서울 은평구 진관3로 20 1,2층 (진관동,SW메디컬빌딩)",투썸플레이스
창원천주산점,경남 창원시 의창구 청주로 121번길 3(동정동),투썸플레이스
수서역점,서울 강남구 광평로 56길 8-13,투썸플레이스
마산창동점,경남 창원시 마산합포구 불종거리로 24,투썸플레이스
공덕해링턴스퀘어점,서울 마포구 마포대로 92 B동 1층,투썸플레이스
군산디오션시티점,전북 군산시 궁포1로 24-9,투썸플레이스
부산역점,부산 동구 중앙대로 201-0  (초량동),투썸플레이스
해운대수목원점,부산 해운대구 반송로 617,투썸플레이스
대전모다아울렛점,대전 유성구 대정로 5,투썸플레이스
종로알파빌딩점,서울 종로구 종로 34 알파빌딩,투썸플레이스
안산고잔점,경기도 안산시 단원구 고잔1길 7,투썸플레이스
강동역점,서울 강동구 천호대로 1077,투썸플레이스
용인구성점,경기도 용인시 기흥구 구성로 110,투썸플레이스
동여의도점,"서울 영등포구 국제금융로2길 7 1층 (여의도동, 두레빌딩",투썸플레이스
대전청사점,대전 서구 청사로 234,투썸플레이스
화성병점점,"경기도 화성시 병점1로 236-12, 1층 칭부호(진안동)",투썸플레이스
전북남원점,"전라북도 남원시 시청로 40 (도통동) 1,2층",투썸플레이스
문정로데오점,서울 송파구 동남로 132,투썸플레이스
창원대방점,경남 창원시 성산구 가양로 124-19,투썸플레이스
부산동아대점,부산 사하구 (하단동) 낙동대로 534-0 투썸플레이스,투썸플레이스
강남IBC점,서울 강남구 테헤란로7길 8,투썸플레이스
대구범물점,"대구 수성구 지범로52길 61, 1,2층(범물동)",투썸플레이스
청주오창2산단점,충북 청주시 청원구 오창읍 2산단로 124,투썸플레이스
부산괘법점,부산 사상구 새벽로 220,투썸플레이스
대구서재점,대구 달성군 다사읍 서재로7길 36,투썸플레이스
당진터미널점,충남 당진시 당진중앙2로 415,투썸플레이스
하이원워터월드점,강원도 정선군 사북읍 하이원길 175,투썸플레이스
예산터미널점,충남 예산군 예산읍 금오대로 4545,투썸플레이스
송도트리플스트리트점,"인천 연수구 송도과학로 16번길 33-2, B동 1,2층",투썸플레이스
아크로비스타점,"서울 서초구 서초중앙로 188 지하1층 101호 (서초동, 아크로비스타)",투썸플레이스
대구대곡점,대구 달서구 갈밭로24,투썸플레이스
파동가창점,대구 달성군 가창면 가창로 1127,투썸플레이스
팔공산칠곡동명점,경북 칠곡군 동명면 한티로 502,투썸플레이스
홍성소향점,충남 홍성군 홍성읍 도청대로7,투썸플레이스
원주터미널점,강원도 원주시 서원대로172(단계동),투썸플레이스
여수베네치아호텔점,전라남도 여수시 오동도로 61-13 (수정동) 1층,투썸플레이스
여수여서점,"전라남도 여수시 여서동1길 38 (여서동) 1,2층",투썸플레이스
산본사거리점,경기도 군포시 고산로 685,투썸플레이스
강남구청역점,서울 강남구 학동로 335,투썸플레이스
광주수완점,광주광역시 광산구 임방울대로 355 (수완동) 1층,투썸플레이스
인천공항교통센터점,인천광역시 중구 공항로 271 인천국제공항 여객터미널 지하1층 교통센터 (운서동),투썸플레이스
강남도산점,서울 강남구 도산대로37길 19 1층 (신사동),투썸플레이스
서초유니온타워점,서울 서초구 서초대로 353 1층 (서초동),투썸플레이스
마산행복농원점,경남 창원시 마산합포구 가포로 589,투썸플레이스
망원역점,서울 마포구 월드컵로 62-0 (서교동),투썸플레이스
용인동백역점,경기 용인시 기흥구 중동 841~860 851-2,투썸플레이스
광주장덕점,"광주 광산구 장신로 39, 1층 (장덕동)",투썸플레이스
익산모현점,전북 익산시 배산로3길 24-5,투썸플레이스
진해용원점,"경남 창원시 진해구 4청안로 241-61, 외 3필지(안골동)",투썸플레이스
서현중앙점,경기도 성남시 분당구 황새울로 337,투썸플레이스
원주시청점,강원도 원주시 무실동 1724-6,투썸플레이스
김천신음점,경북 김천시 시청로 98,투썸플레이스
매경미디어센터점,"서울 중구 퇴계로 190, 매경미디어 센터",투썸플레이스
경북문경점,경북 문경시 중앙로 140,투썸플레이스
수원북문점,경기도 수원시 장안구 팔달로 269,투썸플레이스
박달사거리점,경기도 안양시 만안구 박달로 517,투썸플레이스
동해중앙점,강원도 동해시 한섬로 111-3,투썸플레이스
경기광주CGV점,경기도 광주시 중앙로 89,투썸플레이스
부산화명수정점,부산 북구 화명신도시로 2,투썸플레이스
금촌로터리점,경기도 파주시 번영로 2,투썸플레이스
역삼성홍타워점,서울 강남구 테헤란로 138 성홍타워,투썸플레이스
제주애월다인호텔점,제주도 제주시 애월읍 애월해안로 394,투썸플레이스
울주군청율리점,"울산 울주군 청량읍 웅촌로 1202, 1층 ,2층",투썸플레이스
종각역점,서울 종로구 종로 72-0  (종로2,투썸플레이스
부산거제점,부산광역시 연제구 아시아드대로 101-0  (거제동),투썸플레이스
여주강변점,경기도 여주 주내로 31,투썸플레이스
김해구산점,경남 김해시 구산로 27번길 14(구산동),투썸플레이스
삼성역점,"서울 강남구 테헤란로 520, 삼안빌딩",투썸플레이스
대구누네안과병원점,대구 중구 달구벌대로 2179,투썸플레이스
대전식장산점,대전 동구 세천공원로 42,투썸플레이스
수유CGV스윗바점,서울 강북구 도봉로 399,투썸플레이스
강동구청점,서울 강동구 성내로 48 성내로 48,투썸플레이스
쌍문역점,서울 도봉구 도봉로 461,투썸플레이스
수원영통점,"경기도 수원시 영통구 청명남로 39 (영통동, 럭셔리프라자) 럭셔리프라자 101호~103호",투썸플레이스
대구종로점,대구 중구 종로 31,투썸플레이스
부산동래롯데점,부산 동래구 중앙대로 1381번길 5,투썸플레이스
세종다정점,세종특별자치시 다정중앙로 45,투썸플레이스
동탄역CGV스윗바점,경기도 화성시 동탄대로 537 (오산동) 5층,투썸플레이스
송파올림픽아파트남문점,서울 송파구 위례성대로 198,투썸플레이스
가락시장역점,서울 송파구 중대로 113,투썸플레이스
김천혁신도시점,경상북도 김천시 혁신4로 81,투썸플레이스
을지로점,서울 중구 남대문로 10길 30 (수하동),투썸플레이스
춘천사농점,강원도 춘천시 영서로 2938,투썸플레이스
LG광화문빌딩점,서울 종로구 새문안로 58,투썸플레이스
대산터미널점,충남 서산시 대산읍 정자동2로 11-30,투썸플레이스
수원시청점,"경기도 수원시 팔달구 권광로 175번길 52,105호(인계",투썸플레이스
전주CGV중앙점,전북 전주시 완산구 전주객사3길 72,투썸플레이스
강남세브란스점,서울 강남구 언주로 211 211,투썸플레이스
평택시청점,경기도 평택시 중앙로 272,투썸플레이스
반포효성점,서울 서초구 반포대로 235-0 투썸플레이스 (반포동),투썸플레이스
울산우정혁신도시점,울산 중구 종가로 310,투썸플레이스
광주운암점,광주 북구 대자실로 30,투썸플레이스
장안점,서울 동대문구 장한로 73,투썸플레이스
청주율량점,충북 청주시 청원구 주성로 263 우솔빌딩 (주중동),투썸플레이스
엔타워점,"서울 용산구 남산공원길 126 (용산동2가, 남산타워",투썸플레이스
인천공항여객터미널점,"인천 중구 공항로 272, 지하1층(운서동, 여객터미널)",투썸플레이스
양재매헌역점,"서울 서초구 강남대로16길 3, 양재디에스타워 1층",투썸플레이스
건대입구CGV스윗바점,서울시 광진구 아차산로30길 36,투썸플레이스
마곡점,서울 강서구 마곡중앙6로 40,투썸플레이스
영등포CGV점,"서울 영등포구 영중로 15, 타임스퀘어 4층",투썸플레이스
센텀CGV점,"부산 해운대구 센텀남대로 35, 신세계백화점 서관7층",투썸플레이스
대전CGV점,"대전 중구 계백로 1700, 세이2 6층",투썸플레이스
광주봉선점,광주 남구 봉선로 156,투썸플레이스
경찰병원역점,서울 송파구 중대로 135,투썸플레이스
대구칠곡학정점,대구 북구 호국로 808,투썸플레이스
제주애월한담점,제주도 애월읍 애월리 2489번지 외 1필지,투썸플레이스
목포백년대로점,전남 목포시 백년대로 319,투썸플레이스
광주용봉CGV점,"광주광역시 북구 문화소통로 170 (용봉동,하미스포렉스) 1층",투썸플레이스
금천롯데캐슬골드파크점,서울 금천구 벚꽃로 40,투썸플레이스
청주나보나스퀘어점,충북 청주시 상당구 상당로 66,투썸플레이스
대치삼성점,"서울특별시 강남구 영동대로86길 21 (대치동, 태화빌딩) 태화빌딩 1층",투썸플레이스
오리CGV스윗바점,"경기도 성남시 분당구 탄천상로151번길 20 (구미동, 월드쇼핑(CGVSquare)) 애플플라자 4층",투썸플레이스
구미G7스퀘어점,경북 구미시 야은로 296,투썸플레이스
춘천CGV스윗바점,강원 춘천시 지석로 80 투탑시티 3층,투썸플레이스
신림녹두거리점,서울 관악구 신림로 127,투썸플레이스
충남금산점,충남 금산군 금산읍 금산로 1528,투썸플레이스
일산위시티점,경기도 고양시 일산동구 위시티로 81-0,투썸플레이스
포항송도점,경북 포항시 남구 송도해안길 68,투썸플레이스
부산동래역점,부산 동래구 명륜로 129번 가길 7 C동  2층,투썸플레이스
대구가창점,대구 달성군 가창면 가창로 176길 30,투썸플레이스
창원용호점,경남 창원시 성산구 용지로 169번길 11-14,투썸플레이스
울산태화루점,울산 중구 태화로 287,투썸플레이스
대구MBC네거리점,"대구 동구 동대구로 415-1, 1~3층(신천동)",투썸플레이스
화성향남점,경기도 화성시 향남읍 발안로 103-6,투썸플레이스
전북부안점,전북 부안군 부안읍 석정로 220,투썸플레이스
봉담L패션타운점,"경기도 화성시 봉담읍 삼천병마로 1079-9, 2층",투썸플레이스
광주쌍촌DT점,광주 서구 상무대로 956번길 3 1~2층 (쌍촌동),투썸플레이스
센텀스카이비즈점,부산 해운대구 센텀중앙로 97 (재송동),투썸플레이스
천안업성LAKE점,"충남 천안시 서북구 업성수변로 79,1-2층(성성동)",투썸플레이스
창원중동점,경남 창원시 의창구 평산로207번길 4,투썸플레이스
부산온천천점,"부산 동래구 온천천로 329, 2층(수안동)",투썸플레이스
오산세교점,"경기도 오산시 문헌공로 9, 103.104.201.202호(금왕동, G플레이스",투썸플레이스
영주가흥점,경북 영주시 대학로 262번길 10,투썸플레이스
대전탄방중앙점,"대전 서구 둔산남로 94, 1~2층",투썸플레이스
울산중리사거리점,울산 남구 돋질로 322,투썸플레이스
전남영광점,전남 영광군 천년로 1498,투썸플레이스
부산가덕도점,부산 강서구 가덕해안로 590(천성동),투썸플레이스
충북보은점,충북 보은군 보은읍 보청대로 1859,투썸플레이스
통영죽림점,경남 통영시 광도면 죽림해안로 144,투썸플레이스
부산아트몰링점,부산 사하구 낙동남로 1413,투썸플레이스
의정부금오점,경기도 의정부시 청사로 45,투썸플레이스
남양주진접점,경기도 남양주시 진접읍 해밀예당3로 87,투썸플레이스
대구신평리점,대구 서구 국채보상로 223,투썸플레이스
천안용곡점,충청남도 천안시 동남구 용곡5길 37-4,투썸플레이스
인천만수향촌점,인천 남동구 만수로 80,투썸플레이스
대전유성온천점,대전광역시 유성구 온천로 84 (봉명동),투썸플레이스
안성중앙대점,경기도 안성시 대덕면 서동대로 4717,투썸플레이스
서울역센트럴자이점,"서울 중구 만리재로 175, 401동 2층",투썸플레이스
부천세무서점,경기도 부천시 신흥로 270,투썸플레이스
창원상남점,경남 창원시 성산구 마디미로 44번길 9,투썸플레이스
경남함안점,경남 함안군 가야리 81-0,투썸플레이스
세관사거리점,서울 강남구 논현동 90-2 1층,투썸플레이스
목포하당점,전남 목포시 통일대로 66,투썸플레이스
인천법원점,"인천 미추홀구 소성로 197, 1층 (학익동)",투썸플레이스
충주연수점,충북 충주시 계명대로 계명대로 229-1(연수동),투썸플레이스
왕산해수욕장점,인천 중구 을왕동 808-25,투썸플레이스
서면중앙점,부산시 부산진구 동천로 63,투썸플레이스
동전주점,전북 전주시 덕진구 동부대로 841,투썸플레이스
아산북수점,충청남도 아산시 배방읍 배방로210 투썸플레이스,투썸플레이스
석계역점,서울 노원구 석계로1길 10(월계동),투썸플레이스
수원고색점,"경기도 수원시 권선구 매송고색로794번길 225, 1,2층",투썸플레이스
속초갯배점,강원 속초시 청초호반로 324-1,투썸플레이스
광명소하점,"경기 광명시 소하로92번길 6-9, 1층 106호~109호",투썸플레이스
군자역점,서울 광진구 능동로 289,투썸플레이스
국립중앙박물관2점,서울 용산구 서빙고로 137,투썸플레이스
논산대학로점,충남 논산시 중앙로 130,투썸플레이스
국립중앙박물관1점,서울 용산구 서빙고로 137,투썸플레이스
한양대학생복지관점,서울 성동구 왕십리로 222 .1층 왕십리로 222 .1층 한양대학교 학생복지관 1층,투썸플레이스
구리갈매점,경기도 구리시 갈매중앙로 89-8,투썸플레이스
서현로데오점,경기도 성남시 분당구 분당로53번길 16,투썸플레이스
부천MJ컨벤션점,경기 부천시 소사구 경인로 386,투썸플레이스
논현역사거리점,"서울 강남구 강남대로 548, 1층",투썸플레이스
언양교동점,울산 울주군 삼남면 교동리 삼남면 교동리 300-4,투썸플레이스
인천간석점,인천 남동구 남동대로 894,투썸플레이스
대전법원점,대전 서구 둔산로137번지 36 1층,투썸플레이스
광주수완롯데마트점,광주 광산구 장신로 98,투썸플레이스
CGV상봉스윗바점,서울 중랑구 상봉로 131,투썸플레이스
압구정로데오역점,서울 강남구 선릉로 845,투썸플레이스
천안신부점,충남 천안시 동남구 먹거리10길 12,투썸플레이스
강남수서점,서울 강남구 광평로 34길 30,투썸플레이스
일산문화공원점,경기도 고양시 정발산로 31-17,투썸플레이스
대구진천아이팜메디타워점,대구 달서구 월배로 58,투썸플레이스
옥수역점,서울 성동구 독서당로40길 37,투썸플레이스
동탄타운하우스점,경기도 화성시 10용사로 563,투썸플레이스
여수라테라스점,전라남도 여수시 돌산읍 진모1길 29-14 (평사리) 1층,투썸플레이스
경북성주점,경북 성주군 성주로 3263-3,투썸플레이스
서울시립대점,서울 동대문구 전농로 214,투썸플레이스
부산백양대로점,부산 사상구 백양대로 655,투썸플레이스
김해외동점,경남 김해시 분성로 112,투썸플레이스
대전월평선사점,"대전 서구 청사로 128, 103, 106-1호",투썸플레이스
상계사거리점,서울 노원구 동일로 1374,투썸플레이스
전주하가점,전북 전주시 덕진구 가련산로 20,투썸플레이스
창원사파점,경남 창원시 성산구원이대로 773번길 27-1 (사파동),투썸플레이스
용인보라점,경기 용인시 기흥구 사은로 31,투썸플레이스
양산북정점,경남 양산시 삼성3길 3-0  (북정동),투썸플레이스
숭실대점,서울 동작구 사당로 36-1,투썸플레이스
인천삼산점,인천 부평구 길주로 659 미라쥬타워,투썸플레이스
굽은다리역점,서울 강동구 양재대로 1539,투썸플레이스
명동대연각타워점,서울 중구 퇴계로 97 대연각타워 25-5,투썸플레이스
CGV소풍스윗바점,경기도 부천시 송내대로 239,투썸플레이스
인천검단사거리점,인천 서구 완정로 151-1,투썸플레이스
경산신대점,"경북 경산시 압량면 대학로 365, 1층 102호",투썸플레이스
가산아울렛점,서울 금천구 벚꽃로 298,투썸플레이스
양천구청점,서울 양천구 목동서로 349,투썸플레이스
전남녹동점,"전라남도 고흥군 도양읍 우주항공로 54 (봉암리) 1,2층",투썸플레이스
대구주얼리광장점,대구 중구 동성로 81-3,투썸플레이스
동수원병원점,경기 수원시 팔달구 중부대로 165,투썸플레이스
부평시장역점,"인천 부평구 부평대로65, 1층",투썸플레이스
아차산역점,서울 광진구 천호대로 642,투썸플레이스
대구옥포송해공원점,대구 달성군 옥포면 옥포로 305,투썸플레이스
분당정자역점,경기 성남시 분당구 성남대로331번길 3-9,투썸플레이스
분당구미점,경기 성남시 분당구 미금로 39,투썸플레이스
부산다송로점,부산 사하구 다송로 84번길 38(다대동),투썸플레이스
용인상현점,경기 용인시 수지구 만현로 124,투썸플레이스
경산하양점,경북 경산시 하양읍 하양로 58,투썸플레이스
대학로아트점,"서울특별시 종로구 동숭길 123 (동숭동, 드림아트센터) 1층",투썸플레이스
대전노은역점,대전 유성구 은구비서로23번길 15,투썸플레이스
충남태안점,충남 태안군 태안읍 정주내1길 4,투썸플레이스
전남대캠퍼스점,"광주광역시 북구 용봉로 77 (용봉동,전남대학교) 용봉문화관 1층",투썸플레이스
전주송천점,전북 전주시 덕진구 동부대로 1145,투썸플레이스
경희대점,서울 동대문구 경희대로 7-1,투썸플레이스
청원오창호수공원점,충북 청주시 청원구 오창읍 과학산업2로 373,투썸플레이스
삼척교동점,강원 삼척시 정상로 71,투썸플레이스
상왕십리역점,"서울 성동구 왕십리로 410, L동 B1층114호 센트라스",투썸플레이스
광화문역점,서울 중구 세종대로 135-9,투썸플레이스
대구삼성크리에이티브캠퍼스점,대구 북구 호암로 51,투썸플레이스
쌍문중앙점,서울 도봉구 도봉로 482,투썸플레이스
인천서구청점,인천 서구 서곶로 300,투썸플레이스
전주교직원공제회관점,전북 전주시 완산구 온고을로 1,투썸플레이스
북서울꿈의숲점,"서울 강북구 월계로 183, 1층",투썸플레이스
김포DT점,경기 김포시 김포대로 1533,투썸플레이스
부산장림점,부산 사하구 장림로 222,투썸플레이스
군산수송점,전북 군산시 남수송3길 43,투썸플레이스
남양주화도점,경기 남양주시 화도읍 수레로 1180,투썸플레이스
시흥스마트허브점,경기 시흥시 공단1대로 263,투썸플레이스
경북도청점,경북 안동시 풍천면 천년숲서로 29,투썸플레이스
서산터미널점,충남 서산시 율지4로 5,투썸플레이스
대전장대점,대전 유성구 유성대로 756,투썸플레이스
동대구환승터미널점,대구 동구 동부로 149,투썸플레이스
천안성정제일점,충남 천안시 서북구 쌍용대로 233,투썸플레이스
울산신선도원몰점,"울산 북구 진장17길 10, 3층",투썸플레이스
전주백제로점,전북 전주시 덕진구 백제대로 736,투썸플레이스
화순전남대병원점,전남 화순군 화순읍 서양로 322,투썸플레이스
공주신관점,충남 공주시 흑수골길 34,투썸플레이스
천안신불당CGV점,충청남도 천안시 서북구 번영로 201 (불당동) 102~105호,투썸플레이스
구리돌다리점,경기 구리시 경춘로 223,투썸플레이스
구로구청사거리점,서울 구로구 가마산로 250,투썸플레이스
안산성포점,경기 안산시 상록구 성포로 30,투썸플레이스
광주풍암점,광주 서구 풍암순환로 113,투썸플레이스
양산물금점,경남 양산시 물금읍 범어로 75,투썸플레이스
아산테크노밸리점,충남 아산시 둔포면 아산밸리중앙로 80-13,투썸플레이스
동탄신리점,경기 화성시 동탄대로14길 5-67,투썸플레이스
신림로점,서울 관악구 신림로 328,투썸플레이스
파주교하점,경기 파주시 청석로 264,투썸플레이스
합정역점,서울 마포구 독막로 5,투썸플레이스
대구이곡점,대구 달서구 성서로 375,투썸플레이스
광주금호점,광주 서구 금화로 67,투썸플레이스
행담도휴게소(상)점,충남 당진시 신평면 서해안고속도로 275,투썸플레이스
강서송정역점,서울 강서구 공항대로 30,투썸플레이스
중랑역점,"서울 중랑구 망우로 202, 2층",투썸플레이스
신내홈플러스점,서울 중랑구 신내로 201,투썸플레이스
천안쌍용점,충남 천안시 서북구 서부대로 396,투썸플레이스
해운대장산역점,부산 해운대구 양운로 56,투썸플레이스
시흥사거리점,서울 금천구 시흥대로 228,투썸플레이스
서면지오플레이스점,"부산 부산진구 동천로 4 1015-1호 ,1016,1017호",투썸플레이스
제주루마인점,제주 제주시 구좌읍 해맞이해안로 2498,투썸플레이스
신세계DF명동점,서울 중구 퇴계로 77 11층,투썸플레이스
의정부태흥CGV스윗바점,"경기 의정부시 시민로 80, 15층(의정부동)",투썸플레이스
청주성화점,충북 청주시 서원구 서부로 1346,투썸플레이스
울산간절곶점,울산 울주군 서생면 간절곶 1길 30-18,투썸플레이스
잠실롯데점,서울 송파구 올림픽로 240,투썸플레이스
제주한라대점,제주 제주시 한라대학로 17,투썸플레이스
청주율량좋은점,충북 청주시 청원구 1순환로 130,투썸플레이스
천진해수욕장점,강원 고성군 토성로 126,투썸플레이스
묵동자이점,서울 중랑구 동일로 932,투썸플레이스
양산증산점,경남 양산시 물금읍 야리로 112,투썸플레이스
목포북항점,전남 목포시 원산중앙로 7,투썸플레이스
부천역로데오점,경기 부천시 부일로 454,투썸플레이스
제천점,충북 제천시 의림대로 의림대로 254,투썸플레이스
건대스타시티점,서울 광진구 능동로 90,투썸플레이스
왕십리역점,서울 성동구 왕십리광장로 17,투썸플레이스
동래CGV점,"부산 동래구 중앙대로 1523, 6층",투썸플레이스
창원귀산점,경남 창원시 성산구 삼귀로 167,투썸플레이스
군포당동점,경기 군포시 용호2로 63-8,투썸플레이스
광주도산점,광주광역시 광산구 송도로 160 (도산동) 1층,투썸플레이스
강원홍천점,강원 홍천군 홍천읍 신장대로 62,투썸플레이스
동탄CGV스윗바점,경기 화성시 동탄중앙로 220,투썸플레이스
울산전하점,울산광역시 동구 방어진순환도로 783,투썸플레이스
대전테크노밸리점,대전 유성구 관평2로 20 (관평동),투썸플레이스
광주첨단쌍암점,광주 광산구 임방울대로826번길 25,투썸플레이스
대구운암지점,대구 북구 구암로 232,투썸플레이스
의정부민락중앙점,경기 의정부시 오목로205번길 21,투썸플레이스
광양생태공원점,"전라남도 광양시 마장1길 4 (중동,태완노블리안) 1,2층",투썸플레이스
신방화역점,"서울 강서구 방화대로 294, 마곡더블유타워",투썸플레이스
종로5가역점,서울 종로구 종로 201-1,투썸플레이스
대전괴정점,대전 서구 도솔로388번길 8,투썸플레이스
파주시청사거리점,경기 파주시 중앙로 256,투썸플레이스
사가정역점,서울 중랑구 면목로 301,투썸플레이스
천안통정점,충남 천안시 동남구 신방통정로 44,투썸플레이스
시흥대야점,경기 시흥시 비둘기공원7길 54,투썸플레이스
광주용봉점,"광주광역시 북구 설죽로 195 (용봉동) 1,2층",투썸플레이스
원주혁신도시점,강원 원주시 양지로 68,투썸플레이스
구미상모사곡점,경북 구미시 상사서로 164 (사곡동),투썸플레이스
개봉역점,"서울 구로구 남부순환로97길 20-1, 1,2층",투썸플레이스
김제터미널점,전라북도 김제시 동서로 256 (요촌동) 1층 투썸플레이스 김제터미널점,투썸플레이스
부산대연혁신점,부산 남구 수영로325번길 26,투썸플레이스
길병원암센터점,인천 남동구 남동대로 783,투썸플레이스
성신여대점,서울 성북구 동소문로20다길 17(2층),투썸플레이스
광명사거리역점,경기 광명시 광명로 896,투썸플레이스
대전탄방역점,대전 서구 문정로40번길 10,투썸플레이스
포항공대점,경북 포항시 남구 지곡로 64,투썸플레이스
강남대륭타워점,서울 강남구 강남대로 362,투썸플레이스
일산웨스턴돔점,경기도 고양시 일산동구 정발산로 24 1층,투썸플레이스
평촌한림대병원점,"경기 안양시 동안구 관평로 170번길 11, 1층",투썸플레이스
화성동탄점,경기 화성시 동탄지성로 2,투썸플레이스
연신내점,서울 은평구 연서로 223,투썸플레이스
홍성CGV점,충남 홍성읍 홍성읍 조양로 247번길 9,투썸플레이스
베니키아호텔포항점,경북 포항시 남구 중앙로 128,투썸플레이스
대구김광석거리점,대구 중구 동덕로14길 58-6 (대봉동),투썸플레이스
광주전남대점,"광주광역시 북구 호동로 25 (중흥동) 1,2,3층",투썸플레이스
여수해양공원점,전남 여수시 이순신광장로 175(종화동),투썸플레이스
평촌역점,경기 안양시 동안구 시민대로 312,투썸플레이스
신설IBC호텔점,서울 종로구 난계로 241,투썸플레이스
시흥배곧점,"경기도 시흥시 배곧3로 80 (정왕동,센터프라자) 101호,201호,202호",투썸플레이스
부산남산점,부산광역시 금정구 금샘로 399-1 (구서동) ,투썸플레이스
진천터미널점,충북 진천군 진천읍 중앙북1길 3,투썸플레이스
