지역,매장명,브랜드명
서울특별시 강남구 삼성로 349,대치사거리점,메가커피
경기도 용인시 처인구 이동읍 백옥대로 625 ,용인천리점,메가커피
경기도 파주시 중앙로 330 (금촌동) 메가커피 ,금촌역점,메가커피
경기도 성남시 분당구 판교로 442 (이매동) 메가커피 ,분당아름마을점,메가커피
서울특별시 강남구 봉은사로 478,삼성중앙역점,메가커피
경기도 파주시 조리읍 봉천로 34 (봉일천리실로암안경)1층 ,파주봉일천점,메가커피
서울특별시 종로구 종로 ,종로점,메가커피
"서울특별시 성동구 금호산길 71, 1층 ",신금호역점,메가커피
서울특별시 성동구 독서당로 329,금호사거리점,메가커피
서울특별시 종로구 종로 266,동대문종합시장점,메가커피
서울특별시 종로구 대학로 79-1 (연건동) ,대학로마로니에공원점,메가커피
"서울특별시 강남구 영동대로85길 28 (대치동, 성원타워Ⅰ) ",삼성중앙점,메가커피
서울특별시 종로구 창경궁로 239,성균관대입구점,메가커피
서울특별시 성동구 행당로5길 2 . ,논골사거리점,메가커피
서울특별시 중구 마장로1길 28-25 1층 12호(신당동) ,동대문동평화점,메가커피
경기도 성남시 분당구 야탑로69번길 21 (야탑동영진다이비스상가) ,야탑점,메가커피
경기도 광주시 오포읍 신현리 696-6 메가커피 ,광주신현점,메가커피
경기도 고양시 덕양구 통일로 1270 1270 ,고양내유점,메가커피
경기도 용인시 처인구 김량장동 295-1 1층 ,용인처인구청점,메가커피
서울특별시 종로구 대학로 144,대학로중앙점,메가커피
경기도 성남시 분당구 성남대로925번길 16 (야탑동) 메가커피 ,성남버스터미널점,메가커피
서울특별시 강남구 영동대로  22,디에이치자이개포점,메가커피
서울특별시 중구 퇴계로 434-1 (신당동) 메가커피 ,신당역점,메가커피
"경기도 성남시 분당구 성남대로926번길 6 (야탑동, 야탑 대덕프라자) . ",야탑역1번출구점,메가커피
서울특별시 중구 청계천로 370,청계천점,메가커피
서울특별시 종로구 지봉로 52 1층(숭인동) ,동묘숭인점,메가커피
서울특별시 성동구 행당로 105 (행당동) 메가커피 ,행당역점,메가커피
서울특별시 강남구 헌릉로569길 13,강남세곡점,메가커피
경기도 성남시 분당구 매화로 46 (야탑동) 메가커피 ,야탑중앙점,메가커피
서울특별시 성동구 왕십리로 410,황학사거리점,메가커피
서울특별시 중구 청계천로 400,황학롯데캐슬점,메가커피
세종특별자치시 나성북1로 12 ,세종나성점,메가커피
경기도 성남시 중원구 여수울로15번길 4-2 ,성남센트럴타운점,메가커피
서울특별시 종로구 종로 377,종로숭인점,메가커피
서울특별시 성북구 동소문동 1가 27 1층 ,한성대입구역점,메가커피
"서울특별시 성동구 왕십리로 94-1, 1층(성수동1가) ",서울숲역점,메가커피
"경기도 성남시 분당구 벌말로 40번길 3, 1층 (야탑동, 성산빌딩) ",분당중탑점,메가커피
서울특별시 성동구 왕십리로 336 1층 101호(도선동) ,왕십리렉스점,메가커피
"서울특별시 성동구 성수일로 39 1층(성수동1가, 경동빌딩) ",성수일로점,메가커피
서울특별시 동대문구 왕산로 3 (신설동) 메가커피 ,신설동점,메가커피
서울특별시 성동구 상원길 38-1 메가커피(뚝섬역점) ,뚝섬역점,메가커피
경기도 성남시 중원구 광명로 4 ,모란역점,메가커피
경기도 성남시 중원구 광명로 124 (성남동) 메가커피 ,수진역점,메가커피
"경기도 성남시 분당구 야탑로 243 (야탑동, 부건프라자) ",분당목련마을점,메가커피
경기도 성남시 수정구 산성대로 93번길 25 ,성남대로점,메가커피
서울특별시 성동구 마조로1길 42 (행당동)1층(행당동) ,왕십리점,메가커피
서울특별시 성동구 고산자로 293,도선사거리점,메가커피
서울특별시 성북구 성북로4길 52,돈암한신점,메가커피
"서울특별시 성북구 보문로 161 1층(삼선동5가, 대명빌딩) ",성북구청점,메가커피
서울특별시 성북구 보문로 ,보문역점,메가커피
경기도 성남시 수정구 수정로 71 1층2호(태평동평화빌딩) ,태평역점,메가커피
경기도 성남시 분당구 판교로 700 . ,분당테크노파크점,메가커피
서울특별시 성동구 아차산로 113 (성수동2가) 메가커피 ,성수역점,메가커피
경기도 성남시 중원구 제일로35번길 1 (성남동) ,성남중원구청점,메가커피
서울특별시 송파구 백제고분로 198,삼전역점,메가커피
서울특별시 성북구 동소문로22길 47 1층 (동선동1가) ,성신여대점,메가커피
서울특별시 성북구 아리랑로 14 1층 ,동소문점,메가커피
서울특별시 송파구 백제고분로7길  58,잠실새내역점,메가커피
서울특별시 송파구 삼전로13길 22 . ,잠실트리지움점,메가커피
서울특별시 성동구 마장로 301,마장역점,메가커피
경기도 고양시 덕양구 혜음로 37 ,일산고양점,메가커피
"서울특별시 광진구 능동로 49, 1층 101-102호(자양동,영지빌딩) ",신양초사거리점,메가커피
서울특별시 성북구 아리랑로19가길  4 ,정릉역점,메가커피
경기도 성남시 중원구 도촌남로 27 ,성남도촌점,메가커피
서울특별시 송파구 석촌호수로 140 잠실레이크타워1층 ,잠실레이크팰리스점,메가커피
서울특별시 광진구 아차산로 224,건대입구역점,메가커피
서울특별시 성북구 보국문로 36 (정릉동) 메가커피 ,정릉시장점,메가커피
서울특별시 성북구 북악산로 850 (정릉동) 메가커피 ,정릉아리랑점,메가커피
서울특별시 성북구 고려대로27길 15 (안암동5가)1층 ,고대점,메가커피
"서울특별시 성북구 보국문로 167 제8호, 제9호(산장아파트) ",북한산정릉점,메가커피
"서울특별시 송파구 백제고분로 279 1층(석촌동, 송파동산빌딩) ",석촌고분역점,메가커피
서울특별시 광진구 뚝섬로 596,신자초사거리점,메가커피
경기도 안성시 아양1로 ,안성아양점,메가커피
경기도 성남시 수정구 수정로 176 1층(신흥동) ,성남의료원점,메가커피
서울특별시 송파구 석촌호수로 188,석촌호수점,메가커피
"서울특별시 성북구 정릉로 307, 지하1층 ",정릉뉴타운점,메가커피
경기도 파주시 월롱면 엘씨디로241번길 8-25 ,파주LCD점,메가커피
서울특별시 광진구 능동로 121 . ,건대스타점,메가커피
서울특별시 성동구 용답중앙15길 12 1층(용답동) ,답십리로데오점,메가커피
경기도 성남시 중원구 둔촌대로 277 (하대원동) ,성남하대원점,메가커피
경기도 고양시 덕양구 푸른마을로 30 ,고양푸른마을점,메가커피
서울특별시 성동구 광나루로 337,화양사거리점,메가커피
"서울특별시 동대문구 서울시립대로 31, 1층 (전농동) ",전농동아점,메가커피
경기도 파주시 탄현면 방촌로 1041 ,파주금승리점,메가커피
경기도 용인시 처인구 포곡읍 포곡로 114 메가커피 ,용인둔전점,메가커피
경기도 용인시 처인구 포곡읍 전대로78번길 22-1 ,용인에버랜드역점,메가커피
"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운) 메가커피 ",길음뉴타운점,메가커피
서울특별시 동대문구 안암로 158-1 1층13 ,고대정문점,메가커피
서울특별시 송파구 법원로11길 25 (문정동에이치비지니스파크)B-108 ,에이치비지니스파크점,메가커피
"서울특별시 송파구 송파대로 345, 주상가 1A동 1034, 1035호(가락동, 헬리오시티) ",송파역점,메가커피
경기도 성남시 중원구 시민로 66 . ,성남제일초교점,메가커피
서울특별시 송파구 양재대로  932 ,락몰점,메가커피
경기도 성남시 수정구 산성대로 267 ,신흥역점,메가커피
서울특별시 광진구 자양로 49 . ,잠실대교북단점,메가커피
경기도 안성시 대천동 70-3 메가커피 ,안성명동점,메가커피
서울특별시 광진구 자양로15길 18 (자양동) 메가커피 ,자양시장점,메가커피
서울특별시 동대문구 전농로 35 (답십리동) . ,답십리초점,메가커피
서울특별시 송파구 문정동 652-5 32-2호 ,문정아이파크점,메가커피
서울특별시 송파구 올림픽로 265 잠실역 지하도상가B-18-20호 ,잠실지하상가점,메가커피
서울특별시 송파구 송파대로 474 . ,석촌호수사거리점,메가커피
서울특별시 송파구 백제고분로41길 6 (송파동) 메가MGC커피(석촌점) ,석촌점,메가커피
서울특별시 동대문구 왕산로 225 (청량리동) 메가커피 ,청량리역점,메가커피
서울특별시 송파구 충민로2길 28,송파파인타운점,메가커피
"서울특별시 송파구 송파대로 201 A동 132호 (문정동, 송파 테라타워2) ",문정테라타워점,메가커피
서울특별시 송파구 올림픽로35길 104,잠실장미점,메가커피
서울특별시 동대문구 답십리로 154 . ,답십리사거리점,메가커피
서울특별시 송파구 가락로 ,송파한양점,메가커피
"서울특별시 성북구 종암로 98 1,2,3층 ",종암점,메가커피
서울특별시 성북구 종암로27길 13,종암사거리점,메가커피
서울특별시 강북구 삼양로19길 74 . ,미아삼각산점,메가커피
경기도 성남시 수정구 위례서일로 30 (창곡동) 메가커피 ,위례우남역점,메가커피
서울특별시 송파구 중대로9길 21 (가락동) 메가커피 ,락시장역점,메가커피
서울특별시 강북구 솔샘로 213-2 (미아동) 메가커피 ,삼양점,메가커피
서울특별시 성북구 종암로 167,월곡이마트점,메가커피
서울특별시 성북구 동소문로 309,미아현대점,메가커피
서울특별시 광진구 아차산로55길 11,구의역점,메가커피
서울특별시 광진구 자양로 170 (구의동) ,구의중앙점,메가커피
서울특별시 동대문구 전농로 135,전농동사거리점,메가커피
서울특별시 송파구 새말로 134,문정중앙점,메가커피
서울특별시 강북구 숭인로 39,미아영훈초점,메가커피
서울특별시 송파구 올림픽로37길 ,잠실나루역점,메가커피
서울특별시 동대문구 장한로 58,장안중앙점,메가커피
서울특별시 강북구 솔샘로 251,삼양사거리점,메가커피
"서울특별시 동대문구 전농로 222 (전농동, 씨티빌라트) 메가커피 ",서울시립대점,메가커피
서울특별시 성북구 오패산로3길 3,하월곡동점,메가커피
서울특별시 송파구 중대로12길 35,문정로데오점,메가커피
경기도 성남시 수정구 수정로 356 (산성동) 메가커피 ,산성역점,메가커피
서울특별시 광진구 능동로 294,군자역점,메가커피
서울특별시 강북구 삼양로54길 3 1층(미아동) ,삼양시장점,메가커피
서울특별시 송파구 백제고분로 464,송파나루역점,메가커피
서울특별시 동대문구 답십리로 233 1층(답십리동) ,촬영소사거리점,메가커피
"서울특별시 강북구 솔샘로 315, 1층(미아동, 대오빌딩) ",미아솔샘점,메가커피
경기도 성남시 수정구 위례동로 153 (창곡동) 메가커피 ,위례호반점,메가커피
충청남도 부여군 부여읍 사비로 104 메가커피 ,부여터미널점,메가커피
서울특별시 강북구 도봉로10길 38 1층(미아동) ,미아롯데점,메가커피
경기도 성남시 중원구 자혜로16번길 63 (금광동) 메가커피 ,단대오거리역점,메가커피
서울특별시 성북구 화랑로5길 91 (하월곡동) 메가커피 ,월곡두산점,메가커피
"경기도 성남시 중원구 금상로 59, 1층 일부호(금광동) ",성남상대원점,메가커피
경기도 성남시 수정구 위례광장로 310 ,위례신도시점,메가커피
서울특별시 성북구 오패산로 98 . ,월곡점,메가커피
서울특별시 동대문구 장한로 116 (장안동) 메가커피 ,장안점,메가커피
서울특별시 성북구 화랑로13길 7 (하월곡동) 메가커피 ,월곡역점,메가커피
서울특별시 동대문구 경희대로 18 (회기동) 메가커피 ,경희대점,메가커피
서울특별시 광진구 능동로 338-1,중곡중앙점,메가커피
서울특별시 강북구 삼양로 308,수유중앙점,메가커피
서울특별시 동대문구 회기로 194 1층(휘경동) ,회기역점,메가커피
서울특별시 송파구 위례광장로 270 1층 지120호 ,위례와이즈더샵점,메가커피
서울특별시 동대문구 한천로 189,배봉사거리점,메가커피
서울특별시 강북구 덕릉로 30 1층 1호(수유동) ,화계역점,메가커피
서울특별시 송파구 오금로 306,오금역점,메가커피
"서울특별시 송파구 동남로 209 1층 102, 103호(가락동) ",락중앙점,메가커피
서울특별시 강북구 솔매로45길 95 (미아동) 메가커피 ,미아수유시장점,메가커피
서울특별시 동대문구 장한로 165,장안동사거리점,메가커피
서울특별시 광진구 자양로43길 47 (중곡동) 메가커피 ,아차산역점,메가커피
서울특별시 강북구 도봉로 201-2 ,미아역점,메가커피
경기도 성남시 중원구 산성대로 454 (금광동) 메가커피 ,남한산성입구역점,메가커피
경기도 성남시 중원구 금상로 110 (상대원동) . ,성남중원점,메가커피
서울특별시 송파구 마천로 23 (방이동) . ,방이역점,메가커피
서울특별시 광진구 아차산로 537-17,광장점,메가커피
서울특별시 송파구 위례송파로 80 . ,송파레이크파크점,메가커피
서울특별시 동대문구 망우로 78 . ,삼육서울병원점,메가커피
서울특별시 동대문구 사가정로25길 29,휘경주공점,메가커피
서울특별시 광진구 영화사로 1,중곡사거리점,메가커피
서울특별시 광진구 능동로 403-1 1층(중곡동) ,중곡역점,메가커피
경기도 파주시 광탄면 혜음로 1127 메가커피 ,파주광탄점,메가커피
서울특별시 성북구 장위로 56 (장위동) 메가커피 ,장위점,메가커피
서울특별시 강북구 삼양로 423,오리역점,메가커피
경기도 하남시 위례대로 220,위례지웰점,메가커피
서울특별시 송파구 마천로 84 1층 101호(오금동) ,방이오금점,메가커피
경기도 성남시 수정구 산성대로 525 1층 ,성남을지대점,메가커피
서울특별시 동대문구 휘경로 24 1층(이문동) ,외대앞역점,메가커피
서울특별시 송파구 토성로 59,서울풍납점,메가커피
경기도 양주시 장흥면 호국로 173 ,양주장흥점,메가커피
서울특별시 강북구 오패산로 413,수유역점,메가커피
"서울특별시 송파구 오금로 504 1층 점포코너(거여동, 하나메디칼크리닉BD) ",거여역점,메가커피
경기도 남양주시 다산순환로 166 메가커피(다산신화타워점) ,다산신화타워점,메가커피
서울특별시 강북구 한천로 1130 . ,강북우이시장점,메가커피
"서울특별시 송파구 동남로 312,  102호(오금동, 더뷰21) ",송파오금사거리점,메가커피
경기도 하남시 위례학암로 17,하남학암점,메가커피
서울특별시 강북구 삼양로 510 (수유동) 메가커피 ,419사거리점,메가커피
서울특별시 중랑구 면목로 250,용마산역점,메가커피
서울특별시 성북구 돌곶이로40길 46 . ,장위뉴타운점,메가커피
서울특별시 강북구 삼양로149길 75 . ,우이동점,메가커피
서울특별시 강북구 한천로 981 . ,강북북부시장점,메가커피
서울특별시 성북구 돌곶이로 220 상가104동 107호 ,북서울꿈의숲점,메가커피
서울특별시 강동구 성내로 11,강동구청점,메가커피
서울특별시 강북구 도봉로 379 (수유동) 메가커피 ,수유점,메가커피
서울특별시 강북구 한천로 1059-1 (수유동) 메가커피 ,강북시장점,메가커피
서울특별시 성북구 돌곶이로 27 (석관동) 메가커피 ,석관점,메가커피
서울특별시 중랑구 동일로 612 (면목동) 메가커피 ,면목중앙점,메가커피
서울특별시 성북구 돌곶이로 66 1층 ,돌곶이역점,메가커피
서울특별시 강북구 한천로109가길 ,강북번동점,메가커피
서울특별시 강동구 성안로 9,올림픽공원북문점,메가커피
서울특별시 성북구 월계로40길 7 메가커피(번동중앙점) ,번동중앙점,메가커피
서울특별시 중랑구 봉우재로 41,동부시장점,메가커피
서울특별시 송파구 마천로57길 3,마천역점,메가커피
"서울특별시 중랑구 망우로 203 (중화동, 중화동주상복합) 메가커피 ",중랑역점,메가커피
서울특별시 중랑구 면목로 316 (면목동) 메가커피 ,사가정역점,메가커피
서울특별시 도봉구 우이천로4길 31(창동) 메가커피 ,창동신창점,메가커피
서울특별시 강동구 천호대로 997 1층107호(천호동신라빌딩) ,천호역점,메가커피
서울특별시 도봉구 덕릉로 238 (창동) 메가커피 ,신창시장점,메가커피
서울특별시 중랑구 면목로 356 1층(면목동) ,면목면동초점,메가커피
서울특별시 도봉구 도봉로 457 (쌍문동) 메가커피 ,쌍문점,메가커피
"서울특별시 강동구 천호대로 157길 23, 1층(천호동) ",천호로데오점,메가커피
"서울특별시 강동구 양재대로 1355 1층 5호(성내동,오스카빌딩) ",둔촌동역점,메가커피
서울특별시 중랑구 용마산로 337 . ,면목동점,메가커피
서울특별시 중랑구 면목로 418,면목역점,메가커피
서울특별시 노원구 화랑로 337,석계역점,메가커피
서울특별시 도봉구 덕릉로63가길 17,창동대우점,메가커피
서울특별시 도봉구 도봉로 492,쌍문역점,메가커피
서울특별시 강동구 올림픽로 715 (천호동) 메가커피 ,천호공원점,메가커피
서울특별시 노원구 석계로 103 (월계동) 메가커피 ,광운대역점,메가커피
서울특별시 노원구 초안산로5길 12 . ,월계프라자점,메가커피
서울특별시 중랑구 동일로 806 (중화동) 메가커피 ,중화역점,메가커피
경기도 광주시  오포읍 태성1로 14 . ,오포더샵점,메가커피
"서울특별시 도봉구 해등로 255, 101동 107호 ",쌍문선덕점,메가커피
서울특별시 강동구 천호대로 1107,강동역점,메가커피
서울특별시 중랑구 망우로 304-1 (상봉동) 메가커피 ,상봉역점,메가커피
경기도 하남시 감일백제로180번길 9 (감이동) . ,하남감일중앙점,메가커피
"경기도 하남시 신우실로 67, 1층 (감일동) ",하남감일지구점,메가커피
서울특별시 중랑구 용마산로 408 (면목동) 메가커피 ,서일대점,메가커피
경기도 용인시 처인구 양지면 양지로 158-1 ,용인양지점,메가커피
서울특별시 중랑구 동일로 887,먹골중앙점,메가커피
경기도 광주시 태봉로 110 상가동 지2층 106호 ,광주태전아이파크점,메가커피
"경기도 광주시 태봉로 110 (태전동, 태전아이파크) 메가커피 ",광주태전아이파크점,메가커피
서울특별시 강동구 올림픽로 783 (암사동) 메가커피 ,암사역점,메가커피
서울특별시 강동구 구천면로 305 (천호동) 메가커피 ,천호초교사거리점,메가커피
서울특별시 강동구 상암로 54 270 ,암사브라운스톤점,메가커피
충청남도 공주시 공주대학로 81,공주대점,메가커피
서울특별시 강동구 양재대로 1465 (길동) 메가커피 ,길동역점,메가커피
서울특별시 도봉구 방학로 192 (방학동) . ,방학점,메가커피
서울특별시 중랑구 동일로 932 1층2-107호(묵동자이2단지상가) ,먹골역점,메가커피
서울특별시 도봉구 도당로 14 1층(문동다보빌딩) ,쌍문세라믹점,메가커피
경기도 파주시 파주읍 우계로 65 ,파주주내삼거리점,메가커피
서울특별시 노원구 동일로 986 . ,태릉입구역점,메가커피
서울특별시 강동구 천호대로 1200,둔촌고사거리점,메가커피
서울특별시 도봉구 해등로16길 32 1층(창동) ,창동어울림점,메가커피
"서울특별시 도봉구 노해로65길 11, 1층 101, 102호(창동, 한성빌딩) ",창동이마트점,메가커피
서울특별시 노원구 동일로 1026 . ,공릉도깨비시장점,메가커피
서울특별시 중랑구 망우로 385,망우역점,메가커피
"서울특별시 중랑구 공릉로 70, 1층(목동, 야전카센타) ",중랑묵동점,메가커피
경기도 광주시 고불로 51 1층(장지동) ,광주태전점,메가커피
경기도 파주시 광탄면 부흥로 118 ,파주방축사거리점,메가커피
경기도 파주시 광탄면 부흥로 118 ,서면3호점,메가커피
서울특별시 강동구 명일로 210,길동초점,메가커피
서울특별시 도봉구 도당로 81 (방학동) 메가커피 ,방학도깨비시장점,메가커피
서울특별시 도봉구 마들로11가길 13 (창동) 메가커피 ,창동역점,메가커피
경기도 파주시 문산읍 당동1로 43 103호 ,파주당동점,메가커피
서울특별시 노원구 동일로192길 30 1층(공릉동) ,공릉역점,메가커피
서울특별시 노원구 공릉로 137,공릉중앙점,메가커피
서울특별시 강동구 고덕로 95 (암사동) 메가커피 ,암사점,메가커피
"서울특별시 강동구 양재대로 1566 1층(명일동, 죽애빌딩) ",굽은다리역점,메가커피
경기도 파주시 문산읍 문향로67번길 2 메가커피 ,파주문산점,메가커피
"서울특별시 노원구 동일로203가길 29, 1층 173, 174호 ",중계브라운스톤점,메가커피
서울특별시 중랑구 신내로 82 (신내동) 메가커피 ,중랑구청점,메가커피
경기도 파주시 파주읍 술이홀로 447 ,파주연풍삼거리점,메가커피
서울특별시 노원구 공릉로 324-2,노원을지병원점,메가커피
서울특별시 노원구 공릉로 324-10 지층 비 101호(하계동) ,수유사거리점,메가커피
서울특별시 노원구 공릉로 46길 3 ,원자력병원점,메가커피
서울특별시 노원구 동일로204가길 34 . ,중계씨앤미점,메가커피
서울특별시 강동구 양재대로 1641,명일역점,메가커피
서울특별시 노원구 노원로1길 9 103호(공릉동) ,화랑대역점,메가커피
서울특별시 중랑구 신내로 225,봉화산역점,메가커피
서울특별시 도봉구 도봉로150길 40 (방학동) 메가커피 ,방학역점,메가커피
서울특별시 도봉구 도봉로 727,신도봉시장점,메가커피
서울특별시 노원구 노해로 459 (상계동) 메가커피 ,노원역점,메가커피
"서울특별시 노원구 동일로 1356 (상계동, 상계주공4단지아파트) 메가커피 ",상계백병원점,메가커피
"경기도 파주시 문산읍 당동2로 11-5, 1층 ",파주당동중앙점,메가커피
서울특별시 노원구 화랑로51길 24 . ,서울여대점,메가커피
경기도 광주시 오포읍 양벌로 195-5 메가커피 ,광주오포점,메가커피
서울특별시 중랑구 봉화산로 301,양원지구점,메가커피
서울특별시 노원구 상계로3길 16 (상계동) 메가커피 ,노원로데오점,메가커피
서울특별시 노원구 노해로 509 1층(상계동) ,노원중앙점,메가커피
서울특별시 강동구 아리수로50길 50,고덕래미안점,메가커피
서울특별시 도봉구 도봉로 817,도봉역점,메가커피
서울특별시 노원구 동일로 1541,마들역점,메가커피
서울특별시 강동구 동남로75길 13-15 (명일동) 메가커피 ,고덕역점,메가커피
서울특별시 노원구 덕릉로73길 15 . ,중계중앙점,메가커피
"서울특별시 중랑구 용마산로 498, 1층(망우동) ",우림시장점,메가커피
서울특별시 노원구 노원로38길 76 . ,노원포레나점,메가커피
경기도 광주시 역동로 111 (역동) . ,경기광주역점,메가커피
서울특별시 도봉구 도봉로181길 30 1층(도봉동) ,도봉중앙점,메가커피
서울특별시 노원구 중계동 366-9  스카이타워 105호 ,은행사거리점,메가커피
"서울특별시 노원구 상계로27길 12 (상계동, 경인빌딩) ",상계중앙시장점,메가커피
서울특별시 노원구 동일로 1651,수락중앙점,메가커피
"서울특별시 노원구 한글비석로 464, 1층 좌측호(상계동) ",상계보람점,메가커피
경기도 광주시 이배재로 120 (회덕동) 메가커피 ,광주회덕점,메가커피
서울특별시 노원구 중계로14길 29,중계본동점,메가커피
서울특별시 노원구 덕릉로83길 18 (중계동) 메가커피 ,상계역점,메가커피
경기도 구리시 장자대로 82 (수택동) 메가커피 ,구리장자호수점,메가커피
서울특별시 노원구 동일로 1700,수락산역점,메가커피
"경기도 남양주시 다산중앙로145번길 15 1층 102호 (다산동, 신해센트럴타워Ⅱ) ",다산역점,메가커피
서울특별시 강동구 고덕로79길 29,고덕그라시움점,메가커피
서울특별시 강동구 상일로 55,상일고덕점,메가커피
경기도 광주시 중앙로 94 1층(역동) ,광주경안점,메가커피
경기도 구리시 체육관로80번길 41 (수택동) 메가커피 ,구리수택점,메가커피
경기도 구리시 경춘로 164 . ,구리한양대병원점,메가커피
"경기도 구리시 경춘북로 252 (갈매동, 갈매역아이파크) 메가커피 ",구리갈매점,메가커피
경기도 구리시 동구릉로85번길 30,구리아름마을점,메가커피
경기도 구리시 검배로6번길  3,구리돌다리점,메가커피
경기도 구리시 검배로 55 (수택동) ,구리수택중앙점,메가커피
경기도 구리시 건원대로34번길 17 (인창동금영빌딩) ,구리역점,메가커피
경기도 구리시 갈매순환로 194,갈매한라비발디점,메가커피
경기도 구리시 갈매순환로 15,갈매더샵점,메가커피
경기도 구리시 갈매중앙로55번길  6-4 ,갈매초점,메가커피
경기도 구리시 건원대로 95 1층104호 ,구리인창점,메가커피
경기도 광주시 경충대로1422번길  10 ,경기광주쌍령점,메가커피
서울특별시 강동구 아리수로93길 9,강일리버파크점,메가커피
서울특별시 강동구 아리수로93나길 38 1층(강일동) ,강일2지구점,메가커피
경기도 의정부시 평화로 209 (호원동)104호(보광그랑베르아파트상가) ,의정부망월사점,메가커피
경기도 파주시 법원읍 술이홀로 876 ,파주법원사거리점,메가커피
경기도 하남시 신장로 139 (덕풍동) 메가커피 ,하남신장점,메가커피
"경기도 남양주시 경춘로 368 116호(다산동, 브릭스타워) ",다산가운마을점,메가커피
"경기도 의정부시 범골로63번길 13 113동 117호(의정부동, 의정부 롯데캐슬 골드파크 1단지) ",의정부롯데캐슬점,메가커피
경기도 하남시 미사강변한강로 270-1 201동1층1-213호(망월동미사강변호반써밋) ,미사로데오점,메가커피
경기도 하남시 미사강변대로 90 (풍산동) 메가커피 ,미사강변점,메가커피
경기도 하남시 미사강변중앙로 219 메가커피 ,미사중앙점,메가커피
경기도 하남시 신평로 76-1,하남시청역점,메가커피
경기도 광주시 초월읍 현산로 81 메가커피 ,경기광주도평점,메가커피
"경기도 하남시 미사강변동로 95 1층, 1031호 ",미사역점,메가커피
경기도 의정부시 외미로 95 . ,회룡역점,메가커피
경기도 남양주시 별내중앙로 59 105호(별내동예스프라자프라이드) ,별내로데오점,메가커피
경기도 남양주시 다산순환로 126,다산진건점,메가커피
"경기도 남양주시 별내중앙로 26 1층 116호, 117호 (별내동) ",별내역점,메가커피
"경기도 남양주시 도농로 24 (다산동, 부영애시앙) 메가커피 ",도농애시앙점,메가커피
경기도 의정부시 평화로 374 상가동 지상1층 110호 ,회룡중앙점,메가커피
경기도 하남시 미사강변대로226번안길 25 (디럭스프라자)111호 ,하남미사점,메가커피
경기도 남양주시 덕송2로10번길 30 (별내동) 메가커피 ,별내북부점,메가커피
경기도 의정부시 회룡로 178 112호(장암동발곡프라자) ,의정부발곡점,메가커피
"경기도 의정부시 시민로 39, 1층 103호(의정부동, 대정프라자) ",의정부시청점,메가커피
경기도 남양주시 다산중앙로 113 102호(다산동라페온빌) ,다산중앙점,메가커피
세종특별자치시 조치원읍 행복길 25,조치원침산점,메가커피
경기도 의정부시 신흥로 134,범골역점,메가커피
경기도 의정부시 경의로 107,의정부경의교차로점,메가커피
경기도 남양주시 다산지금로 136 . ,다산지금지구점,메가커피
경기도 남양주시 별내5로5번길 5 (별내동) 메가커피 ,별내중앙점,메가커피
경기도 의정부시 시민로 75 가동 지상1층(의정부동) ,의정부역점,메가커피
"경기도 남양주시 순화궁로 349 101호 (별재동, 삼광프라자) ",별내카페거리점,메가커피
경기도 남양주시 다산순환로 350 (다산동) 메가커피 ,다산KB골든타워점,메가커피
경기도 이천시 마장면 중앙로10번길 1 메가커피 ,이천마장점,메가커피
경기도 남양주시 다산중앙로171번길 32 . ,다산하늘초점,메가커피
경기도 남양주시 다산지금로16번길 43,남양주2청사점,메가커피
세종특별자치시 조치원읍 조치원로  6-1 메가커피 ,조치원역점,메가커피
경기도 양주시 백석읍 양주산성로 561 메가커피 ,양주백석점,메가커피
세종특별자치시 보듬3로 92 ,세종아름점,메가커피
경기도 의정부시 태평로73번길 50 지상1층(의정부동) ,의정부중앙점,메가커피
경기도 의정부시 신촌로 19,의정부가능SK점,메가커피
경기도 의정부시 동일로454번길 19 (신곡동) ,의정부신곡중앙점,메가커피
경기도 남양주시 다산중앙로82번길 87-17 . ,다산센트럴파크점,메가커피
경기도 의정부시 발곡로 29 1층 (신곡동) ,의정부신곡점,메가커피
경기도 의정부시 행복로 19 1층(의정부동) ,의정부로데오점,메가커피
"경기도 광주시 곤지암읍 평촌길 31-10, 108호 ",곤지암점,메가커피
세종특별자치시 도움1로 106 ,세종종촌점,메가커피
경기도 의정부시 비우로 57,의정부녹양점,메가커피
경기도 의정부시 평화로 632 (의정부동) 메가커피 ,능역점,메가커피
경기도 남양주시 퇴계원읍 퇴계원로 60  메가커피 ,퇴계원점,메가커피
경기도 양주시 부흥로 2148 1층 ,양주성우점,메가커피
"세종특별자치시 보듬4로 9 상가1동 1F-55,56호 (도담동, 카림애비뉴) ",세종도담점,메가커피
세종특별자치시 다정중앙로 52  (다정동) 메가커피 ,세종다정점,메가커피
충청북도 청주시 흥덕구 오송읍 오송생명8로 175 ,오송역대광로제비앙점,메가커피
경기도 의정부시 추동로 19번길 7 1층 ,의정부동오마을점,메가커피
"세종특별자치시 해밀3로 32 지하1층 122호(해밀동, 해밀마을1단지) ",세종해밀점,메가커피
경기도 의정부시 체육로 306-24 (녹양동) 메가커피 ,녹양역점,메가커피
경기도 광주시 곤지암읍 곤지암로 57 메가커피(곤지암터미널점) ,곤지암터미널점,메가커피
세종특별자치시 가름로 143 ,세종AK플라자점,메가커피
